"label","id","type","author","year","title","journal","abstract","keywords","doi","source","n_duplicates","matches","screened_topics","display","topic","notes","citation","screened_titles"
"ref_336","pop00338","ARTICLE","M Jara; F López-Iturriaga; P San-Martín; ...","2019","Corporate governance in Latin American firms: Contestability of control and firm value","BRQ Business Research …","Using a sample of 595 firms listed in the capital markets of Argentina, Brazil, Chile, Colombia, Mexico, and Peru for the period of 2000–2015, we confirm prior literature by showing that …","",NA,"Google Scholar",1,336,"selected",TRUE,1,NA,"Corporate Governance in Latin American Firms: Contestability of Control and Firm Value.","excluded"
"ref_337","pop00339","ARTICLE","M Haris; H Yao; G Tariq; HM Javaid; QU Ain","2019","Corporate governance, political connections, and bank performance","International Journal of …","This study investigates the impact of corporate governance characteristics and political connections of directors on the profitability of banks in Pakistan. The study uses the data of 26 …","",NA,"Google Scholar",1,337,"selected",TRUE,1,NA,"Corporate Governance, Political Connections, and Bank Performance.","excluded"
"ref_338","pop00340","ARTICLE","NABM Nasir; MJ Ali; K Ahmed","2019","Corporate governance, board ethnicity and financial statement fraud: evidence from Malaysia","Accounting Research Journal","Purpose This study aims to examine the relationship between the presence of a Malay director on the board and financial statement fraud in Malaysia. Further, the authors investigate …","","10.1108/ARJ-02-2018-0024","Google Scholar",1,338,"selected",TRUE,4,NA,"Corporate Governance, Board Ethnicity and Financial Statement Fraud: Evidence from Malaysia.","excluded"
"ref_339","pop00341","ARTICLE","F Firnanti; K Pirzada","2019","Company characteristics, corporate governance, audit quality impact on earnings management","Corporate Governance, Audit Quality …","… Objective – The purpose of this research is to empirically examine how company characteristics, corporate governance and audit quality affect earnings management …","",NA,"Google Scholar",1,339,"selected",TRUE,1,NA,"Company Characteristics, Corporate Governance, Audit Quality Impact on Earnings Management.","excluded"
"ref_340","pop00342","ARTICLE","G Abdalkrim","2019","Chief executive officer compensation, corporate governance and performance: evidence from KSA firms","Corporate Governance: The International Journal of …","Purpose This paper aims to examine the relation between chief executive officers (CEOs) compensation and organizational performance in KSA listed companies. It also aims at …","","10.1108/CG-09-2017-0228","Google Scholar",1,340,"selected",TRUE,1,NA,"Chief Executive Officer Compensation, Corporate Governance and Performance: Evidence from Ksa Firms.","excluded"
"ref_341","pop00343","ARTICLE","HAK El-habashy","2019","The effect of corporate governance attributes on accounting conservatism in Egypt","Academy of Accounting and Financial Studies …","… This study intends to answer the question of: What is the effect of corporate governance on … corporate governance mechanisms investigated in prior research, the corporate governance …","",NA,"Google Scholar",1,341,"selected",TRUE,4,NA,"The Effect of Corporate Governance Attributes on Accounting Conservatism in Egypt.","excluded"
"ref_342","pop00344","ARTICLE","S Kurniati","2019","Stock returns and financial performance as mediation variables in the influence of good corporate governance on corporate value","Corporate Governance: The International Journal of …","… The findings are as follows: good corporate governance has a significant … good corporate governance has no significant influence on financial performance; good corporate governance …","","10.1108/CG-10-2018-0308","Google Scholar",1,342,"selected",TRUE,3,NA,"Stock Returns and Financial Performance as Mediation Variables in the Influence of Good Corporate Governance on Corporate Value.","excluded"
"ref_343","pop00345","ARTICLE","IM García-Sánchez; N Hussain; ...","2019","An empirical analysis of the complementarities and substitutions between effects of CEO ability and corporate governance on socially responsible performance","Journal of Cleaner …","… However, so far, no study has explored the interrelation between corporate governance and … between social responsibility oriented corporate governance mechanisms and CEO ability …","",NA,"Google Scholar",1,343,"selected",TRUE,3,NA,"An Empirical Analysis of the Complementarities and Substitutions Between Effects of Ceo Ability and Corporate Governance on Socially Responsible Performance.","excluded"
"ref_344","pop00346","ARTICLE","L Al-Haddad; M Whittington","2019","The impact of corporate governance mechanisms on real and accrual earnings management practices: evidence from Jordan","Corporate Governance: The …","Purpose This paper aims to investigate the impact of corporate governance (CG) mechanisms on real (REM), accrual-based earnings management (AEM) and REM/AEM interaction in …","","10.1108/CG-05-2018-0183","Google Scholar",1,344,"selected",TRUE,2,NA,"The Impact of Corporate Governance Mechanisms on Real and Accrual Earnings Management Practices: Evidence from Jordan.","excluded"
"ref_345","pop00347","ARTICLE","R Basiruddin; H Ahmed","2019","Corporate governance and Shariah non-compliant risk in Islamic banks: evidence from Southeast Asia","Corporate Governance: The International …","… This study extends the literature on corporate governance and risk-taking by including additional dimensions of governance and risk type. The corporate governance mechanism at the …","","10.1108/CG-05-2019-0138","Google Scholar",1,345,"selected",TRUE,2,NA,"Corporate Governance and Shariah Non-Compliant Risk in Islamic Banks: Evidence from Southeast Asia.","selected"
"ref_346","pop00348","ARTICLE","R Albuquerque; L Brandão-Marques; ...","2019","International corporate governance spillovers: Evidence from cross-border mergers and acquisitions","The Review of …","… use firm-level data on corporate governance and cross-border … We measure corporate governance using the percentage of … We identify a new channel—corporate governance—through …","",NA,"Google Scholar",1,346,"selected",TRUE,2,NA,"International Corporate Governance Spillovers: Evidence from Cross-Border Mergers and Acquisitions.","excluded"
"ref_347","pop00349","ARTICLE","P Crifo; E Escrig-Olmedo; N Mottis","2019","Corporate governance as a key driver of corporate sustainability in France: The role of board members and investor relations","Journal of Business Ethics","… This paper examines the relationships between corporate governance and corporate sustainability … Our results show that corporate governance has an ambiguous impact on corporate …","","10.1007/s10551-018-3866-6","Google Scholar",1,347,"selected",TRUE,3,NA,"Corporate Governance as a Key Driver of Corporate Sustainability in France: The Role of Board Members and Investor Relations.","selected"
"ref_348","pop00350","ARTICLE","BS Black; AG De Carvalho; VS Khanna; ...","2019","Which aspects of corporate governance do and do not matter in emerging markets","Northwestern Law \& …","Well-constructed, country-specific “corporate governance indices�  can predict higher firm values in emerging markets. However, there is little credible research on which aspects of …","",NA,"Google Scholar",1,348,"selected",TRUE,3,NA,"which Aspects of Corporate Governance Do and Do not Matter in Emerging Markets.","excluded"
"ref_349","pop00351","ARTICLE","YK Susanto; A Pradipta; ...","2019","Earnings management: ESOP and corporate governance","Academy of Accounting …","The aim of this research is to provide empirical evidence about the influence of Employee Stock Ownership Programs (ESOP), information asymmetry, leverage, profitability, firm size, …","",NA,"Google Scholar",1,349,"selected",TRUE,1,NA,"Earnings Management: Esop and Corporate Governance.","excluded"
"ref_350","pop00352","ARTICLE","IBA Purbawangsa; S Solimun; ...","2019","Corporate governance, corporate profitability toward corporate social responsibility disclosure and corporate value (comparative study in Indonesia, China and India …","Social Responsibility …","… extensive definition corporate governance has, the researchers used different indicators to measure corporate governance. The indicators used to measure corporate governance in this …","","10.1108/srj-08-2017-0160","Google Scholar",1,350,"selected",TRUE,3,NA,"Corporate Governance, Corporate Profitability Toward Corporate Social Responsibility Disclosure and Corporate Value (Comparative Study in Indonesia, China and India �","selected"
